,item,condition,disambPosition,Sentence,Unnamed: 4,Unnamed: 5,Unnamed: 6,Ans,Ans.1,Type,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,chau.ffe.ur,chauffeur,7,8.334940575994551,12.02477743509154,2.778313525331517,4.008259145030514
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,of,of,8,3.1578660011291504,4.555837619620887,3.1578660011291504,4.555837619620887
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,the,the,9,1.65212082862854,2.3835065264117596,1.65212082862854,2.3835065264117596
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,CEOs,CEOs,10,11.085620880126953,15.993170268934302,11.085620880126953,15.993170268934302
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,who,who,11,3.3411128520965576,4.820206942770085,3.3411128520965576,4.820206942770085
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,is,is,12,8.222801208496094,11.86299452571309,8.222801208496094,11.86299452571309
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,reckless,reckless,13,13.694168090820312,19.75650839372635,13.694168090820312,19.75650839372635
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,and,and,14,1.702873945236206,2.456727796051299,1.702873945236206,2.456727796051299
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,very,very,15,6.178247451782227,8.913326960071094,6.178247451782227,8.913326960071094
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,unpopular,unpopular,16,5.281328201293945,7.619346005313805,5.281328201293945,7.619346005313805
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,with,with,17,1.763108253479004,2.5436275338445604,1.763108253479004,2.5436275338445604
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,the,the,18,0.9319514632225037,1.3445217543403192,0.9319514632225037,1.3445217543403192
1,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,company..,company.,19,4.804741442203522,6.931776651420707,2.402370721101761,3.4658883257103534
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,In,In,0,9.352489471435547,13.492790180406306,9.352489471435547,13.492790180406306
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,the,the,1,1.9357750415802002,2.792733052764382,1.9357750415802002,2.792733052764382
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,"lobby.,","lobby,",2,10.972656965255737,15.830197789150196,5.486328482627869,7.915098894575098
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,Clyde,Clyde,3,11.787435531616211,17.00567478626107,11.787435531616211,17.00567478626107
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,bumped,bumped,4,11.826536178588867,17.06208509574407,11.826536178588867,17.06208509574407
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,into,into,5,0.9439018964767456,1.3617625851326887,0.9439018964767456,1.3617625851326887
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,the,the,6,2.9095237255096436,4.197555450141545,2.9095237255096436,4.197555450141545
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,chau.ffe.urs,chauffeurs,7,13.339213115163147,19.244416610606898,4.446404371721049,6.414805536868966
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,of,of,8,2.7684202194213867,3.9939861216559707,2.7684202194213867,3.9939861216559707
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,the,the,9,1.242590308189392,1.7926788754815248,1.242590308189392,1.7926788754815248
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,CEO,CEO,10,8.403732299804688,12.124022913886627,8.403732299804688,12.124022913886627
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,who,who,11,4.21965217590332,6.087671268452044,4.21965217590332,6.087671268452044
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,is,is,12,5.715378284454346,8.245547907786756,5.715378284454346,8.245547907786756
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,reckless,reckless,13,13.33298110961914,19.235425727113764,13.33298110961914,19.235425727113764
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,and,and,14,1.5427888631820679,2.225773842051491,1.5427888631820679,2.225773842051491
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,very,very,15,5.9936981201171875,8.647078554478568,5.9936981201171875,8.647078554478568
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,unpopular,unpopular,16,5.389951705932617,7.776056596779996,5.389951705932617,7.776056596779996
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,with,with,17,1.7794748544692993,2.5672395479294683,1.7794748544692993,2.5672395479294683
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,the,the,18,0.9648838639259338,1.3920331655197262,0.9648838639259338,1.3920331655197262
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,company..,company.,19,4.279977560043335,6.174702400990565,2.1399887800216675,3.0873512004952826
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,Edwin,Edwin,0,16.807525634765625,24.248133882890496,16.807525634765625,24.248133882890496
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,has,has,1,6.725872039794922,9.70338223746587,6.725872039794922,9.70338223746587
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,been,been,2,1.7652989625930786,2.5467880590194665,1.7652989625930786,2.5467880590194665
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,reading,reading,3,6.718129634857178,9.692212308257632,6.718129634857178,9.692212308257632
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,about,about,4,2.6886370182037354,3.878883292913019,2.6886370182037354,3.878883292913019
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,the,the,5,1.737197756767273,2.5062465887315764,1.737197756767273,2.5062465887315764
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,sister,sister,6,11.267990112304688,16.256273455807847,11.267990112304688,16.256273455807847
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,of,of,7,1.4586840867996216,2.1044362982494604,1.4586840867996216,2.1044362982494604
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,the,the,8,2.1951568126678467,3.1669418476095257,2.1951568126678467,3.1669418476095257
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,actor,actor,9,6.678021430969238,9.63434840140954,6.678021430969238,9.63434840140954
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,who,who,10,1.845349669456482,2.6622768168309543,1.845349669456482,2.6622768168309543
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,was,was,11,3.039623737335205,4.385250092021877,3.039623737335205,4.385250092021877
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,visiting,visiting,12,10.226841926574707,14.754214131424662,10.226841926574707,14.754214131424662
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,the,the,13,2.174145221710205,3.136628529533749,2.174145221710205,3.136628529533749
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,resort,resort,14,8.51714038848877,12.287636201027848,8.51714038848877,12.287636201027848
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,in,in,15,1.8073681592941284,2.6074810804742534,1.8073681592941284,2.6074810804742534
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,Death,Death,16,8.90117073059082,12.841674871129369,8.90117073059082,12.841674871129369
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,Valley..,Valley.,17,2.1313716769218445,3.074919348586339,1.0656858384609222,1.5374596742931694
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,Edwin,Edwin,0,16.807525634765625,24.248133882890496,16.807525634765625,24.248133882890496
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,has,has,1,6.725872039794922,9.70338223746587,6.725872039794922,9.70338223746587
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,been,been,2,1.7652989625930786,2.5467880590194665,1.7652989625930786,2.5467880590194665
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,reading,reading,3,6.718129634857178,9.692212308257632,6.718129634857178,9.692212308257632
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,about,about,4,2.6886370182037354,3.878883292913019,2.6886370182037354,3.878883292913019
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,the,the,5,1.737197756767273,2.5062465887315764,1.737197756767273,2.5062465887315764
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,sister,sister,6,11.267990112304688,16.256273455807847,11.267990112304688,16.256273455807847
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,of,of,7,1.4586840867996216,2.1044362982494604,1.4586840867996216,2.1044362982494604
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,the,the,8,2.1951568126678467,3.1669418476095257,2.1951568126678467,3.1669418476095257
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,actors,actors,9,10.417134284973145,15.028747973205153,10.417134284973145,15.028747973205153
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,who,who,10,1.690391182899475,2.4387189767315016,1.690391182899475,2.4387189767315016
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,was,was,11,5.2491455078125,7.572916193025674,5.2491455078125,7.572916193025674
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,visiting,visiting,12,10.14616584777832,14.637823152626748,10.14616584777832,14.637823152626748
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,the,the,13,2.0229198932647705,2.9184564981287155,2.0229198932647705,2.9184564981287155
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,resort,resort,14,8.355733871459961,12.054775819343226,8.355733871459961,12.054775819343226
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,in,in,15,1.9101356267929077,2.7557431961994596,1.9101356267929077,2.7557431961994596
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,Death,Death,16,8.826677322387695,12.734203600535803,8.826677322387695,12.734203600535803
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,Valley..,Valley.,17,1.9315785691142082,2.7866788227484682,0.9657892845571041,1.3933394113742341
5,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,1.0,,,,12,Edwin,Edwin,0,16.807525634765625,24.248133882890496,16.807525634765625,24.248133882890496
