,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mysteriously,mysteriously,7,7.58994722366333,10.949979220188043,7.58994722366333,10.949979220188043
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,from,from,8,2.089865207672119,3.01503817123495,2.089865207672119,3.01503817123495
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,disappeared,disappeared,5,12.06855583190918,17.411245649386952,12.06855583190918,17.411245649386952
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mysteriously,mysteriously,6,8.329381942749023,12.016758022474097,8.329381942749023,12.016758022474097
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,after,after,7,3.3847813606262207,4.883207283468847,3.3847813606262207,4.883207283468847
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,stayed,stayed,5,11.794020652770996,17.01517510789473,11.794020652770996,17.01517510789473
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,surprisingly,surprisingly,6,9.882166862487793,14.256953125748387,9.882166862487793,14.256953125748387
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,happy,happy,7,4.8303375244140625,6.96870399229204,4.8303375244140625,6.96870399229204
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,stayed,stayed,6,12.206557273864746,17.610339645331774,12.206557273864746,17.610339645331774
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,surprisingly,surprisingly,7,10.654619216918945,15.371366306809213,10.654619216918945,15.371366306809213
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happy,happy,8,5.435916900634766,7.842370355230281,5.435916900634766,7.842370355230281
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,stayed,stayed,5,9.502215385437012,13.708799014028788,9.502215385437012,13.708799014028788
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,surprisingly,surprisingly,6,10.099377632141113,14.570322025954907,10.099377632141113,14.570322025954907
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,happy,happy,7,3.3962836265563965,4.899801545485298,3.3962836265563965,4.899801545485298
12,5,NPS_UAMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,appeared,appeared,6,7.387476444244385,10.657875630795408,7.387476444244385,10.657875630795408
12,5,NPS_UAMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,increasingly,increasingly,7,9.163432121276855,13.220038078888754,9.163432121276855,13.220038078888754
12,5,NPS_UAMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,likely,likely,8,3.6076059341430664,5.204675190669798,3.6076059341430664,5.204675190669798
13,5,NPZ_UAMB,8,8,ambiguous,After the new doctor left the operation appeared increasingly likely to succeed.,7,appeared,appeared,7,11.389925003051758,16.432188317999984,11.389925003051758,16.432188317999984
13,5,NPZ_UAMB,8,8,ambiguous,After the new doctor left the operation appeared increasingly likely to succeed.,7,increasingly,increasingly,8,7.403825283050537,10.681462019465336,7.403825283050537,10.681462019465336
13,5,NPZ_UAMB,8,8,ambiguous,After the new doctor left the operation appeared increasingly likely to succeed.,7,likely,likely,9,5.299624443054199,7.645741902568228,5.299624443054199,7.645741902568228
14,5,MVRR_UAMB,7,9,ambiguous,The new doctor offered the operation appeared increasingly likely to succeed in her career.,6,appeared,appeared,6,8.798605918884277,12.693705125910629,8.798605918884277,12.693705125910629
14,5,MVRR_UAMB,7,9,ambiguous,The new doctor offered the operation appeared increasingly likely to succeed in her career.,6,increasingly,increasingly,7,8.516820907592773,12.287175287523535,8.516820907592773,12.287175287523535
14,5,MVRR_UAMB,7,9,ambiguous,The new doctor offered the operation appeared increasingly likely to succeed in her career.,6,likely,likely,8,4.022541046142578,5.803300019042201,4.022541046142578,5.803300019042201
15,6,NPS_UAMB,6,7,ambiguous,The professor noticed the grant gained more attention from marine biologists.,5,gained,gained,5,11.604164123535156,16.741270034685794,11.604164123535156,16.741270034685794
15,6,NPS_UAMB,6,7,ambiguous,The professor noticed the grant gained more attention from marine biologists.,5,more,more,6,2.6784801483154297,3.8642300270942056,2.6784801483154297,3.8642300270942056
15,6,NPS_UAMB,6,7,ambiguous,The professor noticed the grant gained more attention from marine biologists.,5,attention,attention,7,1.9091826677322388,2.7543683668884626,1.9091826677322388,2.7543683668884626
16,6,NPZ_UAMB,7,7,ambiguous,After the professor read the grant gained more attention due to her excellent description.,6,gained,gained,6,15.696206092834473,22.644838690903427,15.696206092834473,22.644838690903427
16,6,NPZ_UAMB,7,7,ambiguous,After the professor read the grant gained more attention due to her excellent description.,6,more,more,7,3.8918895721435547,5.614809785418976,3.8918895721435547,5.614809785418976
16,6,NPZ_UAMB,7,7,ambiguous,After the professor read the grant gained more attention due to her excellent description.,6,attention,attention,8,2.652505397796631,3.8267563833324068,2.652505397796631,3.8267563833324068
17,6,MVRR_UAMB,6,8,ambiguous,The professor awarded the grant gained more attention from marine biologists.,5,gained,gained,5,11.563776969909668,16.68300368843468,11.563776969909668,16.68300368843468
17,6,MVRR_UAMB,6,8,ambiguous,The professor awarded the grant gained more attention from marine biologists.,5,more,more,6,4.225968360900879,6.096783597225359,4.225968360900879,6.096783597225359
17,6,MVRR_UAMB,6,8,ambiguous,The professor awarded the grant gained more attention from marine biologists.,5,attention,attention,7,2.5651094913482666,3.7006707425053555,2.5651094913482666,3.7006707425053555
18,7,NPS_UAMB,6,7,ambiguous,The technician reported the service stopped working almost immediately after the storm started.,5,stopped,stopped,5,6.624823093414307,9.557599423635503,6.624823093414307,9.557599423635503
18,7,NPS_UAMB,6,7,ambiguous,The technician reported the service stopped working almost immediately after the storm started.,5,working,working,6,2.1816742420196533,3.147490609796942,2.1816742420196533,3.147490609796942
18,7,NPS_UAMB,6,7,ambiguous,The technician reported the service stopped working almost immediately after the storm started.,5,almost,almost,7,7.505035400390625,10.82747735383967,7.505035400390625,10.82747735383967
19,7,NPZ_UAMB,7,7,ambiguous,After the technician called the service stopped working almost immediately to his surprise.,6,stopped,stopped,6,10.769721031188965,15.537423123453893,10.769721031188965,15.537423123453893
19,7,NPZ_UAMB,7,7,ambiguous,After the technician called the service stopped working almost immediately to his surprise.,6,working,working,7,2.19309139251709,3.1639620762006766,2.19309139251709,3.1639620762006766
19,7,NPZ_UAMB,7,7,ambiguous,After the technician called the service stopped working almost immediately to his surprise.,6,almost,almost,8,8.534100532531738,12.3121045167314,8.534100532531738,12.3121045167314
20,7,MVRR_UAMB,6,8,ambiguous,The technician refused the service stopped working almost immediately after the argument.,5,stopped,stopped,5,11.616251945495605,16.758709075483285,11.616251945495605,16.758709075483285
20,7,MVRR_UAMB,6,8,ambiguous,The technician refused the service stopped working almost immediately after the argument.,5,working,working,6,4.028656959533691,5.812123416962066,4.028656959533691,5.812123416962066
20,7,MVRR_UAMB,6,8,ambiguous,The technician refused the service stopped working almost immediately after the argument.,5,almost,almost,7,8.612529754638672,12.425253966525853,8.612529754638672,12.425253966525853
21,8,NPS_UAMB,6,7,ambiguous,The mechanic observed the truck needed several more hours to be repaired.,5,needed,needed,5,10.022224426269531,14.45901347845529,10.022224426269531,14.45901347845529
21,8,NPS_UAMB,6,7,ambiguous,The mechanic observed the truck needed several more hours to be repaired.,5,several,several,6,5.114171981811523,7.378190556412767,5.114171981811523,7.378190556412767
21,8,NPS_UAMB,6,7,ambiguous,The mechanic observed the truck needed several more hours to be repaired.,5,more,more,7,2.536641836166382,3.6596005975487134,2.536641836166382,3.6596005975487134
22,8,NPZ_UAMB,7,7,ambiguous,Because the mechanic stopped the truck needed several more hours before it could be fully repaired.,6,needed,needed,6,10.346296310424805,14.926550378617645,10.346296310424805,14.926550378617645
22,8,NPZ_UAMB,7,7,ambiguous,Because the mechanic stopped the truck needed several more hours before it could be fully repaired.,6,several,several,7,6.3056135177612305,9.097077351836539,6.3056135177612305,9.097077351836539
22,8,NPZ_UAMB,7,7,ambiguous,Because the mechanic stopped the truck needed several more hours before it could be fully repaired.,6,more,more,8,1.9075778722763062,2.7520531364425476,1.9075778722763062,2.7520531364425476
23,8,MVRR_UAMB,6,8,ambiguous,The mechanic brought the truck needed several more hours to fully repair it.,5,needed,needed,5,10.986419677734375,15.850053186192307,10.986419677734375,15.850053186192307
23,8,MVRR_UAMB,6,8,ambiguous,The mechanic brought the truck needed several more hours to fully repair it.,5,several,several,6,6.501567363739014,9.379778993671806,6.501567363739014,9.379778993671806
23,8,MVRR_UAMB,6,8,ambiguous,The mechanic brought the truck needed several more hours to fully repair it.,5,more,more,7,3.245708703994751,4.6825678514233715,3.245708703994751,4.6825678514233715
24,9,NPS_UAMB,6,7,ambiguous,The guitarist knew the song failed dramatically because of the tensions within the band.,5,failed,failed,5,10.898180961608887,15.722751628023657,10.898180961608887,15.722751628023657
24,9,NPS_UAMB,6,7,ambiguous,The guitarist knew the song failed dramatically because of the tensions within the band.,5,dramatically,dramatically,6,11.036303520202637,15.922020358341754,11.036303520202637,15.922020358341754
24,9,NPS_UAMB,6,7,ambiguous,The guitarist knew the song failed dramatically because of the tensions within the band.,5,because,because,7,3.1938743591308594,4.607786699140507,3.1938743591308594,4.607786699140507
25,9,NPZ_UAMB,7,7,ambiguous,After the guitarist began the song failed dramatically because he skipped the sound check.,6,failed,failed,6,12.80828857421875,18.478454408300163,12.80828857421875,18.478454408300163
25,9,NPZ_UAMB,7,7,ambiguous,After the guitarist began the song failed dramatically because he skipped the sound check.,6,dramatically,dramatically,7,10.435681343078613,15.055505721956994,10.435681343078613,15.055505721956994
25,9,NPZ_UAMB,7,7,ambiguous,After the guitarist began the song failed dramatically because he skipped the sound check.,6,because,because,8,5.227497100830078,7.541684143628988,5.227497100830078,7.541684143628988
26,9,MVRR_UAMB,6,8,ambiguous,The guitarist assigned the song failed dramatically because he never practiced enough.,5,failed,failed,5,11.945826530456543,17.234184694809468,11.945826530456543,17.234184694809468
26,9,MVRR_UAMB,6,8,ambiguous,The guitarist assigned the song failed dramatically because he never practiced enough.,5,dramatically,dramatically,6,11.32378101348877,16.336762712272847,11.32378101348877,16.336762712272847
26,9,MVRR_UAMB,6,8,ambiguous,The guitarist assigned the song failed dramatically because he never practiced enough.,5,because,because,7,4.932712554931641,7.116399941130607,4.932712554931641,7.116399941130607
27,10,NPS_UAMB,6,7,ambiguous,The player revealed the bonus remained essentially the same as in the original contract.,5,remained,remained,5,11.639305114746094,16.791967768437736,11.639305114746094,16.791967768437736
27,10,NPS_UAMB,6,7,ambiguous,The player revealed the bonus remained essentially the same as in the original contract.,5,essentially,essentially,6,8.014488220214844,11.56246241056697,8.014488220214844,11.56246241056697
27,10,NPS_UAMB,6,7,ambiguous,The player revealed the bonus remained essentially the same as in the original contract.,5,the,the,7,1.7205655574798584,2.4822513973005464,1.7205655574798584,2.4822513973005464
28,10,NPZ_UAMB,7,7,ambiguous,Although the player lost the bonus remained essentially the same as in the original contract.,6,remained,remained,6,12.962273597717285,18.70060783807267,12.962273597717285,18.70060783807267
28,10,NPZ_UAMB,7,7,ambiguous,Although the player lost the bonus remained essentially the same as in the original contract.,6,essentially,essentially,7,7.786961078643799,11.234210131754782,7.786961078643799,11.234210131754782
28,10,NPZ_UAMB,7,7,ambiguous,Although the player lost the bonus remained essentially the same as in the original contract.,6,the,the,8,1.518416404724121,2.190611817099939,1.518416404724121,2.190611817099939
29,10,MVRR_UAMB,6,8,ambiguous,The player paid the bonus remained essentially the same despite his sudden fame and wealth.,5,remained,remained,5,12.801618576049805,18.468831635019086,12.801618576049805,18.468831635019086
29,10,MVRR_UAMB,6,8,ambiguous,The player paid the bonus remained essentially the same despite his sudden fame and wealth.,5,essentially,essentially,6,8.91511058807373,12.86178583439066,8.91511058807373,12.86178583439066
29,10,MVRR_UAMB,6,8,ambiguous,The player paid the bonus remained essentially the same despite his sudden fame and wealth.,5,the,the,7,1.5379385948181152,2.2187763839358356,1.5379385948181152,2.2187763839358356
30,11,NPS_UAMB,7,8,ambiguous,The recent hire claimed the job prepared many students for careers in media.,6,prepared,prepared,6,11.589775085449219,16.72051104079605,11.589775085449219,16.72051104079605
30,11,NPS_UAMB,7,8,ambiguous,The recent hire claimed the job prepared many students for careers in media.,6,many,many,7,6.277157783508301,9.056024405144983,6.277157783508301,9.056024405144983
30,11,NPS_UAMB,7,8,ambiguous,The recent hire claimed the job prepared many students for careers in media.,6,students,students,8,4.569791793823242,6.592815958843872,4.569791793823242,6.592815958843872
31,11,NPZ_UAMB,8,8,ambiguous,Once the recent hire started the job prepared many students for careers in media.,7,prepared,prepared,7,11.427328109741211,16.486149594534698,11.427328109741211,16.486149594534698
31,11,NPZ_UAMB,8,8,ambiguous,Once the recent hire started the job prepared many students for careers in media.,7,many,many,8,7.70667839050293,11.118386695704714,7.70667839050293,11.118386695704714
31,11,NPZ_UAMB,8,8,ambiguous,Once the recent hire started the job prepared many students for careers in media.,7,students,students,9,5.429195404052734,7.832673285444032,5.429195404052734,7.832673285444032
32,11,MVRR_UAMB,7,9,ambiguous,The recent hire offered the job prepared many students for careers in media.,6,prepared,prepared,6,12.422018051147461,17.921183840223627,12.422018051147461,17.921183840223627
32,11,MVRR_UAMB,7,9,ambiguous,The recent hire offered the job prepared many students for careers in media.,6,many,many,7,8.786301612854004,12.675953764619173,8.786301612854004,12.675953764619173
32,11,MVRR_UAMB,7,9,ambiguous,The recent hire offered the job prepared many students for careers in media.,6,students,students,8,4.809305191040039,6.938360749235013,4.809305191040039,6.938360749235013
33,12,NPS_UAMB,7,8,ambiguous,The assistant manager discovered the training seemed unnecessarily demanding for new staff.,6,seemed,seemed,6,11.634137153625488,16.784511976557532,11.634137153625488,16.784511976557532
33,12,NPS_UAMB,7,8,ambiguous,The assistant manager discovered the training seemed unnecessarily demanding for new staff.,6,unnecessarily,unnecessarily,7,7.2823052406311035,10.506145656898203,7.2823052406311035,10.506145656898203
33,12,NPS_UAMB,7,8,ambiguous,The assistant manager discovered the training seemed unnecessarily demanding for new staff.,6,demanding,demanding,8,4.324795722961426,6.239361342374249,4.324795722961426,6.239361342374249
34,12,NPZ_UAMB,8,8,ambiguous,While the assistant manager worked the training seemed unnecessarily demanding to him.,7,seemed,seemed,7,13.977055549621582,20.16462872766862,13.977055549621582,20.16462872766862
34,12,NPZ_UAMB,8,8,ambiguous,While the assistant manager worked the training seemed unnecessarily demanding to him.,7,unnecessarily,unnecessarily,8,8.83699893951416,12.749094546378108,8.83699893951416,12.749094546378108
34,12,NPZ_UAMB,8,8,ambiguous,While the assistant manager worked the training seemed unnecessarily demanding to him.,7,demanding,demanding,9,4.1079487800598145,5.926517333218162,4.1079487800598145,5.926517333218162
35,12,MVRR_UAMB,7,9,ambiguous,The assistant manager assigned the training seemed unnecessarily demanding to new staff.,6,seemed,seemed,6,11.896414756774902,17.162898573957435,11.896414756774902,17.162898573957435
35,12,MVRR_UAMB,7,9,ambiguous,The assistant manager assigned the training seemed unnecessarily demanding to new staff.,6,unnecessarily,unnecessarily,7,9.465447425842285,13.65575406105787,9.465447425842285,13.65575406105787
35,12,MVRR_UAMB,7,9,ambiguous,The assistant manager assigned the training seemed unnecessarily demanding to new staff.,6,demanding,demanding,8,5.120795249938965,7.3877459124947045,5.120795249938965,7.3877459124947045
36,13,NPS_UAMB,6,7,ambiguous,The mayor showed the document provided sufficient evidence to prove her innocence.,5,provided,provided,5,7.726093292236328,11.146396478154836,7.726093292236328,11.146396478154836
36,13,NPS_UAMB,6,7,ambiguous,The mayor showed the document provided sufficient evidence to prove her innocence.,5,sufficient,sufficient,6,13.603870391845703,19.626236351211997,13.603870391845703,19.626236351211997
36,13,NPS_UAMB,6,7,ambiguous,The mayor showed the document provided sufficient evidence to prove her innocence.,5,evidence,evidence,7,0.8681730628013611,1.2525089723369063,0.8681730628013611,1.2525089723369063
37,13,NPZ_UAMB,7,7,ambiguous,Although the mayor changed the document provided sufficient evidence for what he had promised.,6,provided,provided,6,8.983366012573242,12.960257596829878,8.983366012573242,12.960257596829878
37,13,NPZ_UAMB,7,7,ambiguous,Although the mayor changed the document provided sufficient evidence for what he had promised.,6,sufficient,sufficient,7,12.372550964355469,17.849817919421596,12.372550964355469,17.849817919421596
37,13,NPZ_UAMB,7,7,ambiguous,Although the mayor changed the document provided sufficient evidence for what he had promised.,6,evidence,evidence,8,2.0762977600097656,2.995464481774952,2.0762977600097656,2.995464481774952
38,13,MVRR_UAMB,6,8,ambiguous,The mayor sent the document provided sufficient evidence that it was simply blackmail.,5,provided,provided,5,10.437484741210938,15.058107475499245,10.437484741210938,15.058107475499245
38,13,MVRR_UAMB,6,8,ambiguous,The mayor sent the document provided sufficient evidence that it was simply blackmail.,5,sufficient,sufficient,6,15.53324031829834,22.40972877614552,15.53324031829834,22.40972877614552
38,13,MVRR_UAMB,6,8,ambiguous,The mayor sent the document provided sufficient evidence that it was simply blackmail.,5,evidence,evidence,7,1.5072734355926514,2.1745359107931885,1.5072734355926514,2.1745359107931885
39,14,NPS_UAMB,7,8,ambiguous,The basketball player mentioned the contract created another controversy in the NBA.,6,created,created,6,9.581792831420898,13.82360500071635,9.581792831420898,13.82360500071635
39,14,NPS_UAMB,7,8,ambiguous,The basketball player mentioned the contract created another controversy in the NBA.,6,another,another,7,7.176755428314209,10.353869466101859,7.176755428314209,10.353869466101859
39,14,NPS_UAMB,7,8,ambiguous,The basketball player mentioned the contract created another controversy in the NBA.,6,controversy,controversy,8,2.9471845626831055,4.251888553167425,2.9471845626831055,4.251888553167425
40,14,NPZ_UAMB,8,8,ambiguous,After the basketball player signed the contract created another controversy in the NBA.,7,created,created,7,11.368971824645996,16.401959271423127,11.368971824645996,16.401959271423127
40,14,NPZ_UAMB,8,8,ambiguous,After the basketball player signed the contract created another controversy in the NBA.,7,another,another,8,6.816678047180176,9.834387614003504,6.816678047180176,9.834387614003504
40,14,NPZ_UAMB,8,8,ambiguous,After the basketball player signed the contract created another controversy in the NBA.,7,controversy,controversy,9,2.558119297027588,3.6905860238240624,2.558119297027588,3.6905860238240624
41,14,MVRR_UAMB,7,9,ambiguous,The basketball player handed the contract created another controversy in the NBA.,6,created,created,6,13.930183410644531,20.097006525210574,13.930183410644531,20.097006525210574
41,14,MVRR_UAMB,7,9,ambiguous,The basketball player handed the contract created another controversy in the NBA.,6,another,another,7,7.207304000854492,10.397941740211962,7.207304000854492,10.397941740211962
41,14,MVRR_UAMB,7,9,ambiguous,The basketball player handed the contract created another controversy in the NBA.,6,controversy,controversy,8,3.4708831310272217,5.007425880638131,3.4708831310272217,5.007425880638131
42,15,NPS_UAMB,6,7,ambiguous,The engineer maintained the equipment required constant supervision from senior technicians.,5,required,required,5,5.83177375793457,8.4134710801586,5.83177375793457,8.4134710801586
42,15,NPS_UAMB,6,7,ambiguous,The engineer maintained the equipment required constant supervision from senior technicians.,5,constant,constant,6,13.294087409973145,19.17931397951266,13.294087409973145,19.17931397951266
42,15,NPS_UAMB,6,7,ambiguous,The engineer maintained the equipment required constant supervision from senior technicians.,5,supervision,supervision,7,5.002962112426758,7.217748629353457,5.002962112426758,7.217748629353457
43,15,NPZ_UAMB,7,7,ambiguous,After the engineer moved the equipment required constant supervision from senior technicians.,6,required,required,6,8.733671188354492,12.600024112193847,8.733671188354492,12.600024112193847
43,15,NPZ_UAMB,7,7,ambiguous,After the engineer moved the equipment required constant supervision from senior technicians.,6,constant,constant,7,14.547266006469727,20.98726852602647,14.547266006469727,20.98726852602647
43,15,NPZ_UAMB,7,7,ambiguous,After the engineer moved the equipment required constant supervision from senior technicians.,6,supervision,supervision,8,5.057837963104248,7.2969177469904345,5.057837963104248,7.2969177469904345
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,required,required,5,7.92264986038208,11.429967664272866,7.92264986038208,11.429967664272866
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,constant,constant,6,16.247732162475586,23.44052261649564,16.247732162475586,23.44052261649564
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,supervision,supervision,7,5.3127055168151855,7.664613902812706,5.3127055168151855,7.664613902812706
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,remained,remained,6,11.913383483886719,17.187379272411853,11.913383483886719,17.187379272411853
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,relatively,relatively,7,7.581419467926025,10.93767626927592,7.581419467926025,10.93767626927592
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,calm,calm,8,3.4238150119781494,4.9395209387020635,3.4238150119781494,4.9395209387020635
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,remained,remained,7,13.557868003845215,19.55986893417464,13.557868003845215,19.55986893417464
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,relatively,relatively,8,6.810076713562012,9.824863902729325,6.810076713562012,9.824863902729325
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,calm,calm,9,1.6510505676269531,2.3819624661723133,1.6510505676269531,2.3819624661723133
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,remained,remained,6,8.892890930175781,12.82972964413104,8.892890930175781,12.82972964413104
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,relatively,relatively,7,7.324103355407715,10.566447589804927,7.324103355407715,10.566447589804927
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,calm,calm,8,2.9444756507873535,4.2479804194092186,2.9444756507873535,4.2479804194092186
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,demanded,demanded,6,12.023280143737793,17.34592663858926,12.023280143737793,17.34592663858926
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,immense,immense,7,16.998891830444336,24.52421694438996,16.998891830444336,24.52421694438996
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,physical,physical,8,3.416315793991089,4.928701854101585,3.416315793991089,4.928701854101585
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,demanded,demanded,7,12.949124336242676,18.681637463751898,12.949124336242676,18.681637463751898
