,item,condition,disambPosition,Sentence,Unnamed: 4,Unnamed: 5,Unnamed: 6,Ans,Ans.1,Type,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,disambPosition_0idx,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,token,word,word_pos
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,1.5499855279922485,2.2361564346840788,1.5499855279922485,2.2361564346840788,the,the,1
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,11.379324674606323,16.416895276719963,5.689662337303162,8.208447638359981,"lobby.,","lobby,",2
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,11.479837417602539,16.561904512586747,11.479837417602539,16.561904512586747,Clyde,Clyde,3
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,12.795844078063965,18.460500795411292,12.795844078063965,18.460500795411292,bumped,bumped,4
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,1.6819398403167725,2.4265262666985827,1.6819398403167725,2.4265262666985827,into,into,5
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,1.6231679916381836,2.341736412066106,1.6231679916381836,2.341736412066106,the,the,6
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,2.5647759437561035,3.7001895350482417,2.5647759437561035,3.7001895350482417,<UNK>,chauffeurs,7
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,3.4363701343536377,4.957634151490934,3.4363701343536377,4.957634151490934,of,of,8
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,1.0547643899917603,1.521703354747385,1.0547643899917603,1.521703354747385,the,the,9
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,10.781821250915527,15.554880050447071,10.781821250915527,15.554880050447071,CEO,CEO,10
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,3.73376202583313,5.386679958528986,3.73376202583313,5.386679958528986,who,who,11
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,4.686129570007324,6.760655891612697,4.686129570007324,6.760655891612697,is,is,12
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,9.933408737182617,14.330879524256463,9.933408737182617,14.330879524256463,reckless,reckless,13
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,1.6934882402420044,2.4431870860009175,1.6934882402420044,2.4431870860009175,and,and,14
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,7.381626129150391,10.649435410221663,7.381626129150391,10.649435410221663,very,very,15
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,6.274080276489258,9.051584501030309,6.274080276489258,9.051584501030309,unpopular,unpopular,16
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,2.1108667850494385,3.0453370427680544,2.1108667850494385,3.0453370427680544,with,with,17
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,1.2176474332809448,1.7566939135455941,1.2176474332809448,1.7566939135455941,the,the,18
2,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,4.729108452796936,6.822661312676218,2.364554226398468,3.411330656338109,company..,company.,19
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,10.769023895263672,15.536417368911648,10.769023895263672,15.536417368911648,Edwin,Edwin,0
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,8.62889575958252,12.448865120697507,8.62889575958252,12.448865120697507,has,has,1
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,1.6849123239517212,2.430814654097847,1.6849123239517212,2.430814654097847,been,been,2
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,8.838969230651855,12.751937075631568,8.838969230651855,12.751937075631568,reading,reading,3
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,3.525332450866699,5.0859796443503225,3.525332450866699,5.0859796443503225,about,about,4
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,1.034569501876831,1.4925682898126693,1.034569501876831,1.4925682898126693,the,the,5
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,10.809982299804688,15.595507856025694,10.809982299804688,15.595507856025694,sister,sister,6
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,2.085120439529419,3.0081929177653084,2.085120439529419,3.0081929177653084,of,of,7
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,1.4635517597198486,2.1114588658321414,1.4635517597198486,2.1114588658321414,the,the,8
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,5.881467819213867,8.485164455927872,5.881467819213867,8.485164455927872,actor,actor,9
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,2.025319814682007,2.9219188528558857,2.025319814682007,2.9219188528558857,who,who,10
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,2.765845537185669,3.9902716403626357,2.765845537185669,3.9902716403626357,was,was,11
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,6.27644157409668,9.0549911333786,6.27644157409668,9.0549911333786,visiting,visiting,12
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,1.3710556030273438,1.9780151192705762,1.3710556030273438,1.9780151192705762,the,the,13
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,6.987709045410156,10.081133186988184,6.987709045410156,10.081133186988184,resort,resort,14
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,2.298692464828491,3.316312219536892,2.298692464828491,3.316312219536892,in,in,15
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,10.920843124389648,15.755446217883279,10.920843124389648,15.755446217883279,Death,Death,16
3,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,1.0801519751548767,1.5583298979623594,0.5400759875774384,0.7791649489811797,Valley..,Valley.,17
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,10.769023895263672,15.536417368911648,10.769023895263672,15.536417368911648,Edwin,Edwin,0
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,8.62889575958252,12.448865120697507,8.62889575958252,12.448865120697507,has,has,1
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,1.6849123239517212,2.430814654097847,1.6849123239517212,2.430814654097847,been,been,2
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,8.838969230651855,12.751937075631568,8.838969230651855,12.751937075631568,reading,reading,3
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,3.525332450866699,5.0859796443503225,3.525332450866699,5.0859796443503225,about,about,4
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,1.034569501876831,1.4925682898126693,1.034569501876831,1.4925682898126693,the,the,5
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,10.809982299804688,15.595507856025694,10.809982299804688,15.595507856025694,sister,sister,6
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,2.085120439529419,3.0081929177653084,2.085120439529419,3.0081929177653084,of,of,7
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,1.4635517597198486,2.1114588658321414,1.4635517597198486,2.1114588658321414,the,the,8
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,8.558465003967285,12.347255018845345,8.558465003967285,12.347255018845345,actors,actors,9
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,2.1362111568450928,3.081901242272091,2.1362111568450928,3.081901242272091,who,who,10
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,5.142188549041748,7.418609919018544,5.142188549041748,7.418609919018544,was,was,11
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,6.450773239135742,9.306498562000371,6.450773239135742,9.306498562000371,visiting,visiting,12
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,1.2830556631088257,1.8510580423516034,1.2830556631088257,1.8510580423516034,the,the,13
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,6.933020114898682,10.00223373814776,6.933020114898682,10.00223373814776,resort,resort,14
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,2.6951606273651123,3.888294871498835,2.6951606273651123,3.888294871498835,in,in,15
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,10.827667236328125,15.621021826246494,10.827667236328125,15.621021826246494,Death,Death,16
4,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,0.982357569038868,1.4172423932321123,0.491178784519434,0.7086211966160562,Valley..,Valley.,17
5,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,1.0,,,,12,10.769023895263672,15.536417368911648,10.769023895263672,15.536417368911648,Edwin,Edwin,0
