,item,condition,disambPosition,Sentence,Ans,Ans.1,Type,disambPosition_0idx,token,word,word_pos,logfreq,logfreq_s,length,length_s
22,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,"lobby.,","lobby,",2,7.696667081526462,-1.0258917590330627,6,0.2866949754802561
23,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,Clyde,Clyde,3,5.831882477283517,-1.5911060126561656,5,-0.087284028174399
24,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,bumped,bumped,4,6.113682179832232,-1.5056928189903231,6,0.2866949754802561
25,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,into,into,5,12.285669099801316,0.3650299295804806,4,-0.4612630318290542
26,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,6,15.687451186819413,1.396106504820095,3,-0.8352420354837095
27,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,chau.ffe.ur,chauffeur,7,5.087596335232384,-1.816698360053433,9,1.4086319864442216
28,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,of,of,8,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
29,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
30,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,CEOs,CEOs,10,7.004881989712859,-1.2355710932829045,4,-0.4612630318290542
31,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,who,who,11,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
32,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,is,is,12,13.90494258614572,0.8558300214052387,2,-1.2092210391383649
33,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,reckless,reckless,13,6.476972362889683,-1.3955799463302772,8,1.0346529827895663
34,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,and,and,14,14.964528530543614,1.1769894075079148,3,-0.8352420354837095
35,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,very,very,15,11.333140687828244,0.0763195690363313,4,-0.4612630318290542
36,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,unpopular,unpopular,16,6.442540166468199,-1.406016308876757,9,1.4086319864442216
37,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,with,with,17,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
38,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,18,15.687451186819413,1.396106504820095,3,-0.8352420354837095
39,49,AttachHigh,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,company..,company.,19,11.004164375253117,-0.0233928055450316,8,1.0346529827895663
40,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,In,In,0,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
41,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
42,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,"lobby.,","lobby,",2,7.696667081526462,-1.0258917590330627,6,0.2866949754802561
43,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,Clyde,Clyde,3,5.831882477283517,-1.5911060126561656,5,-0.087284028174399
44,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,bumped,bumped,4,6.113682179832232,-1.5056928189903231,6,0.2866949754802561
45,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,into,into,5,12.285669099801316,0.3650299295804806,4,-0.4612630318290542
46,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,6,15.687451186819413,1.396106504820095,3,-0.8352420354837095
47,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,chau.ffe.urs,chauffeurs,7,3.555348061489413,-2.281121201403796,10,1.7826109900988767
48,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,of,of,8,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
49,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
50,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,CEO,CEO,10,8.955835144218959,-0.6442392426397711,3,-0.8352420354837095
51,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,who,who,11,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
52,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,is,is,12,13.90494258614572,0.8558300214052387,2,-1.2092210391383649
53,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,reckless,reckless,13,6.476972362889683,-1.3955799463302772,8,1.0346529827895663
54,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,and,and,14,14.964528530543614,1.1769894075079148,3,-0.8352420354837095
55,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,very,very,15,11.333140687828244,0.0763195690363313,4,-0.4612630318290542
56,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,unpopular,unpopular,16,6.442540166468199,-1.406016308876757,9,1.4086319864442216
57,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,with,with,17,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
58,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,the,the,18,15.687451186819413,1.396106504820095,3,-0.8352420354837095
59,49,AttachLow,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",1.0,1.0,Non-ambig,13,company..,company.,19,11.004164375253117,-0.0233928055450316,8,1.0346529827895663
60,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Edwin,Edwin,0,6.496774990185863,-1.3895777908097309,5,-0.087284028174399
61,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,has,has,1,12.717179229823058,0.4958201964649836,3,-0.8352420354837095
62,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,been,been,2,12.17749825859285,0.3322434612997392,4,-0.4612630318290542
63,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,reading,reading,3,9.42294862137501,-0.502657638658632,7,0.6606739791349112
64,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,about,about,4,12.600500398855342,0.4604549654302672,5,-0.087284028174399
65,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
66,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,sister,sister,6,9.037295651962438,-0.6195486483592152,6,0.2866949754802561
67,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,of,of,7,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
68,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,8,15.687451186819413,1.396106504820095,3,-0.8352420354837095
69,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,actor,actor,9,8.585785982881848,-0.7564007545125713,5,-0.087284028174399
70,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,who,who,10,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
71,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,was,was,11,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
72,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,visiting,visiting,12,8.185350223178686,-0.8777724124132479,8,1.0346529827895663
73,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,13,15.687451186819413,1.396106504820095,3,-0.8352420354837095
74,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,resort,resort,14,8.613593685702552,-0.7479722690140232,6,0.2866949754802561
75,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,in,in,15,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
76,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Death,Death,16,10.061687167209673,-0.309056656742111,5,-0.087284028174399
77,50,AttachMulti,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Valley..,Valley.,17,9.221873607789856,-0.5636032639427528,7,0.6606739791349112
78,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Edwin,Edwin,0,6.496774990185863,-1.3895777908097309,5,-0.087284028174399
79,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,has,has,1,12.717179229823058,0.4958201964649836,3,-0.8352420354837095
80,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,been,been,2,12.17749825859285,0.3322434612997392,4,-0.4612630318290542
81,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,reading,reading,3,9.42294862137501,-0.502657638658632,7,0.6606739791349112
82,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,about,about,4,12.600500398855342,0.4604549654302672,5,-0.087284028174399
83,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
84,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,sister,sister,6,9.037295651962438,-0.6195486483592152,6,0.2866949754802561
85,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,of,of,7,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
86,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,8,15.687451186819413,1.396106504820095,3,-0.8352420354837095
87,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,actors,actors,9,8.06117135969092,-0.915410895422119,6,0.2866949754802561
88,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,who,who,10,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
89,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,was,was,11,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
90,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,visiting,visiting,12,8.185350223178686,-0.8777724124132479,8,1.0346529827895663
91,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,13,15.687451186819413,1.396106504820095,3,-0.8352420354837095
92,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,resort,resort,14,8.613593685702552,-0.7479722690140232,6,0.2866949754802561
93,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,in,in,15,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
94,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Death,Death,16,10.061687167209673,-0.309056656742111,5,-0.087284028174399
95,50,AttachHigh,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Valley..,Valley.,17,9.221873607789856,-0.5636032639427528,7,0.6606739791349112
96,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Edwin,Edwin,0,6.496774990185863,-1.3895777908097309,5,-0.087284028174399
97,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,has,has,1,12.717179229823058,0.4958201964649836,3,-0.8352420354837095
98,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,been,been,2,12.17749825859285,0.3322434612997392,4,-0.4612630318290542
99,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,reading,reading,3,9.42294862137501,-0.502657638658632,7,0.6606739791349112
100,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,about,about,4,12.600500398855342,0.4604549654302672,5,-0.087284028174399
101,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
102,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,sisters,sisters,6,8.302761580704049,-0.8421851533488077,7,0.6606739791349112
103,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,of,of,7,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
104,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,8,15.687451186819413,1.396106504820095,3,-0.8352420354837095
105,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,actor,actor,9,8.585785982881848,-0.7564007545125713,5,-0.087284028174399
106,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,who,who,10,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
107,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,was,was,11,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
108,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,visiting,visiting,12,8.185350223178686,-0.8777724124132479,8,1.0346529827895663
109,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,the,the,13,15.687451186819413,1.396106504820095,3,-0.8352420354837095
110,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,resort,resort,14,8.613593685702552,-0.7479722690140232,6,0.2866949754802561
111,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,in,in,15,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
112,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Death,Death,16,10.061687167209673,-0.309056656742111,5,-0.087284028174399
113,50,AttachLow,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,1.0,1.0,Non-ambig,12,Valley..,Valley.,17,9.221873607789856,-0.5636032639427528,7,0.6606739791349112
114,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,From,From,0,13.161822523668638,0.630591111501295,4,-0.4612630318290542
115,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
116,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,"gallery.,","gallery,",2,8.809116258125274,-0.688709582810518,8,1.0346529827895663
117,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,Fr.anny,Franny,3,2.302585092994046,-2.660832340477809,6,0.2866949754802561
118,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,observed,observed,4,8.438582790834326,-0.8010178873089117,8,1.0346529827895663
119,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
120,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,nurse,nurse,6,7.947325027016463,-0.9499175992011564,5,-0.087284028174399
121,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,of,of,7,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
122,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,the,the,8,15.687451186819413,1.396106504820095,3,-0.8352420354837095
123,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,surgeon,surgeon,9,7.725330037917135,-1.0172040470763444,7,0.6606739791349112
124,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,who,who,10,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
125,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,was,was,11,13.430125979710269,0.7119136070356433,3,-0.8352420354837095
126,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,in,in,12,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
127,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,charge,charge,13,9.19573421958682,-0.5715260850341152,6,0.2866949754802561
128,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,of,of,14,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
129,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,the,the,15,15.687451186819413,1.396106504820095,3,-0.8352420354837095
130,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,operation,operation,16,8.763271714012943,-0.702605015947506,9,1.4086319864442216
131,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,currently,currently,17,9.187685681411375,-0.57396558849593,9,1.4086319864442216
132,51,AttachMulti,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",1.0,1.0,Non-ambig,12,underway..,underway.,18,6.729824070489475,-1.3189408595085774,9,1.4086319864442216
